stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"8578700","Staufen, Chrüzweg","47.38435008","8.16167945","","Parent8578700"
"8578700:0:A","Staufen, Chrüzweg","47.38435008","8.16167945","","Parent8578700"
"8578700:0:B","Staufen, Chrüzweg","47.38435008","8.16167945","","Parent8578700"
"8578701:0:A","Schafisheim, Ausserdorf","47.37901565","8.14877066","","Parent8578701"
"8578701:0:B","Schafisheim, Ausserdorf","47.37901565","8.14877066","","Parent8578701"
"8578702:0:A","Schafisheim, Milchgasse","47.37417343","8.14322805","","Parent8578702"
"8578702:0:B","Schafisheim, Milchgasse","47.37417343","8.14322805","","Parent8578702"
"8578703","Seon, Post/Bahnhof","47.34657772","8.15895755","","Parent8578703"
"8578703:0:A","Seon, Post/Bahnhof","47.34657772","8.15895755","","Parent8578703"
"8578703:0:B","Seon, Post/Bahnhof","47.34657772","8.15895755","","Parent8578703"
"8578704:0:A","Seon, Unterdorf","47.34822109","8.16205674","","Parent8578704"
"8578704:0:B","Seon, Unterdorf","47.34822109","8.16205674","","Parent8578704"
"8578705:0:A","Egliswil, Zopf","47.34580472","8.18793720","","Parent8578705"
"8578705:0:B","Egliswil, Zopf","47.34580472","8.18793720","","Parent8578705"
"8578706:0:A","Seengen, Feldgarage","47.32922794","8.20278635","","Parent8578706"
"8578706:0:B","Seengen, Feldgarage","47.32922794","8.20278635","","Parent8578706"
"8578707:0:A","Seengen, Rotes Haus","47.32259090","8.20695454","","Parent8578707"
"8578708:0:A","Seengen, Schloss Hallwyl","47.32385748","8.19592323","","Parent8578708"
"8578708:0:B","Seengen, Schloss Hallwyl","47.32385748","8.19592323","","Parent8578708"
"8578710:0:A","Boniswil, Eichholz","47.31937560","8.18903315","","Parent8578710"
"8578710:0:B","Boniswil, Eichholz","47.31937560","8.18903315","","Parent8578710"
"8578711:0:A","Boniswil, Alte Schmiede","47.31736593","8.18698499","","Parent8578711"
"8578711:0:B","Boniswil, Alte Schmiede","47.31736593","8.18698499","","Parent8578711"
"8578712","Boniswil, Bahnhof","47.31516739","8.18455055","","Parent8578712"
"8578715","Leutwil, Dorfplatz","47.30905850","8.17438162","","Parent8578715"
"8578716:0:A","Leutwil, Zopf","47.31248152","8.17183041","","Parent8578716"
"8578716:0:B","Leutwil, Zopf","47.31248152","8.17183041","","Parent8578716"
"8578717:0:A","Dürrenäsch, Wolfacker","47.31762171","8.16712324","","Parent8578717"
"8578717:0:B","Dürrenäsch, Wolfacker","47.31762171","8.16712324","","Parent8578717"
"8578718:0:A","Dürrenäsch, Ausserdorf","47.31999675","8.16143690","","Parent8578718"
"8578718:0:B","Dürrenäsch, Ausserdorf","47.31999675","8.16143690","","Parent8578718"
"8578719:0:A","Dürrenäsch, Dorf","47.32129384","8.15761008","","Parent8578719"
"8578719:0:B","Dürrenäsch, Dorf","47.32129384","8.15761008","","Parent8578719"
"8578720:0:A","Dürrenäsch, Unterdorf","47.32165922","8.15394495","","Parent8578720"
"8578720:0:B","Dürrenäsch, Unterdorf","47.32165922","8.15394495","","Parent8578720"
"8578721:0:A","Dürrenäsch, Brunnen","47.32274314","8.14610266","","Parent8578721"
"8578721:0:B","Dürrenäsch, Brunnen","47.32274314","8.14610266","","Parent8578721"
"8578722:0:A","Teufenthal AG, Moos","47.32376615","8.13458626","","Parent8578722"
"8578722:0:B","Teufenthal AG, Moos","47.32376615","8.13458626","","Parent8578722"
"8578723:0:A","Teufenthal AG, Oberdorf","47.32736478","8.12275545","","Parent8578723"
"8578723:0:B","Teufenthal AG, Oberdorf","47.32736478","8.12275545","","Parent8578723"
"8578724:0:A","Teufenthal AG, Schulhaus","47.32834508","8.11949456","","Parent8578724"
"8578724:0:B","Teufenthal AG, Schulhaus","47.32834508","8.11949456","","Parent8578724"
"8578725","Teufenthal AG, Bahnhof","47.32941060","8.11520960","","Parent8578725"
"8578726:0:A","Lenzburg, Berufsschule","47.38969614","8.19190776","","Parent8578726"
"8578726:0:B","Lenzburg, Berufsschule","47.38969614","8.19190776","","Parent8578726"
"8578726:0:C","Lenzburg, Berufsschule","47.38969614","8.19190776","","Parent8578726"
"8578728:0:A","Lenzburg, Neuhofstrasse","47.39002455","8.18835941","","Parent8578728"
"8578728:0:B","Lenzburg, Neuhofstrasse","47.39002455","8.18835941","","Parent8578728"
"8578729:0:A","Lenzburg, Mehrzweckhalle","47.38989075","8.18302342","","Parent8578729"
"8578729:0:B","Lenzburg, Mehrzweckhalle","47.38989075","8.18302342","","Parent8578729"
"8578730","Lenzburg, Kronenplatz","47.38770740","8.18119984","","Parent8578730"
"8578730:0:A","Lenzburg, Kronenplatz","47.38770740","8.18119984","","Parent8578730"
"8578730:0:B","Lenzburg, Kronenplatz","47.38770740","8.18119984","","Parent8578730"
"8578732:0:A","Lenzburg, Bachstrasse","47.38619298","8.17710352","","Parent8578732"
"8578732:0:B","Lenzburg, Bachstrasse","47.38619298","8.17710352","","Parent8578732"
"8578734:0:A","Lenzburg, Beyeler","47.38727558","8.16963852","","Parent8578734"
"8578734:0:B","Lenzburg, Beyeler","47.38727558","8.16963852","","Parent8578734"
"8578735:0:A","Lenzburg, Augustin Kellerstr.","47.38897850","8.17042904","","Parent8578735"
"8578735:0:B","Lenzburg, Augustin Kellerstr.","47.38897850","8.17042904","","Parent8578735"
"8578736","Lenzburg, Bahnhof","47.39082732","8.17123752","","Parent8578736"
"8578736:0:A","Lenzburg, Bahnhof","47.39082124","8.17121955","","Parent8578736"
"8578736:0:B","Lenzburg, Bahnhof","47.39082732","8.17123752","","Parent8578736"
"8578736:0:C","Lenzburg, Bahnhof","47.39082732","8.17123752","","Parent8578736"
"8578736:0:D","Lenzburg, Bahnhof","47.39060838","8.17145312","","Parent8578736"
"8578736:0:E","Lenzburg, Bahnhof","47.39053540","8.17191126","","Parent8578736"
"8578737:0:A","Lenzburg, Schule Lenzhard","47.39020700","8.16621594","","Parent8578737"
"8578737:0:B","Lenzburg, Schule Lenzhard","47.39020700","8.16621594","","Parent8578737"
"8578738","Lenzburg, Langsamstig","47.38987251","8.16132910","","Parent8578738"
"8578739","Lenzburg, Dufourstrasse","47.38878388","8.15888569","","Parent8578739"
"8578742","Schafisheim, Coop","47.38784728","8.14017378","","Parent8578742"
"8578744:0:A","Schafisheim, Jumbo","47.38646059","8.14045226","","Parent8578744"
"8578744:0:B","Schafisheim, Jumbo","47.38646059","8.14045226","","Parent8578744"
"8578745:0:2","Lenzburg, Zeughaus","47.38916095","8.16374557","","Parent8578745"
"8578745:0:A","Lenzburg, Zeughaus","47.38916095","8.16374557","","Parent8578745"
"8578746","Lenzburg, Angelrain","47.38917311","8.17531587","","Parent8578746"
"8578747","Lenzburg, Hypiplatz","47.38782903","8.17829828","","Parent8578747"
"8578747:0:A","Lenzburg, Hypiplatz","47.38776213","8.17840608","","Parent8578747"
"8578747:0:B","Lenzburg, Hypiplatz","47.38776213","8.17840608","","Parent8578747"
"8578750","Lenzburg, Friedweg","47.38407638","8.18067881","","Parent8578750"
"8578750:0:A","Lenzburg, Friedweg","47.38407638","8.18067881","","Parent8578750"
"8578750:0:B","Lenzburg, Friedweg","47.38407638","8.18067881","","Parent8578750"
"8578754","Lenzburg, Fünfweiher","47.37605927","8.18433496","","Parent8578754"
"8578754:0:A","Lenzburg, Fünfweiher","47.37605927","8.18433496","","Parent8578754"
"8578754:0:B","Lenzburg, Fünfweiher","47.37605927","8.18433496","","Parent8578754"
"8578755","Ammerswil AG, Rebrain","47.36894140","8.20273245","","Parent8578755"
"8578755:0:A","Ammerswil AG, Rebrain","47.36894140","8.20273245","","Parent8578755"
"8578755:0:B","Ammerswil AG, Rebrain","47.36894140","8.20273245","","Parent8578755"
"8578757","Ammerswil AG, Dorfplatz","47.36931253","8.20746658","","Parent8578757"
"8578758","Glis, Holzackerweg","46.30968434","7.98649000","","Parent8578758"
"8578758:0:10000","Glis, Holzackerweg","46.30968434","7.98649000","","Parent8578758"
"8578758:0:10001","Glis, Holzackerweg","46.30974019","7.98652593","","Parent8578758"
"8578759","Glis, untere Haselgasse","46.30928721","7.98933766","","Parent8578759"
"8578759:0:10000","Glis, untere Haselgasse","46.30928721","7.98933766","","Parent8578759"
"8578759:0:10001","Glis, untere Haselgasse","46.30937408","7.98910410","","Parent8578759"
"8578761:0:10000","Glis, Polenstrasse","46.30872873","7.99116124","","Parent8578761"
"8578762","Glis, obere Haselgasse","46.30769864","7.98845731","","Parent8578762"
"8578762:0:10000","Glis, obere Haselgasse","46.30769864","7.98845731","","Parent8578762"
"8578762:0:10001","Glis, obere Haselgasse","46.30769864","7.98854714","","Parent8578762"
"8578763","Glis, Wickert","46.30632723","7.98522338","","Parent8578763"
"8578763:0:10000","Glis, Wickert","46.30632723","7.98522338","","Parent8578763"
"8578763:0:10001","Glis, Wickert","46.30628379","7.98525931","","Parent8578763"
"8578764:0:A","Seengen, Brestenberg","47.32011246","8.20879608","","Parent8578764"
"8578764:0:B","Seengen, Brestenberg","47.32011246","8.20879608","","Parent8578764"
"8578765:0:A","Tennwil","47.30587892","8.22208217","","Parent8578765"
"8578765:0:B","Tennwil","47.30587892","8.22208217","","Parent8578765"
"8578766","Meisterschwanden, Schulhaus","47.29765498","8.22375303","","Parent8578766"
"8578767","Meisterschwanden, Delphinweg","47.29650962","8.22694205","","Parent8578767"
"8578767:0:A","Meisterschwanden, Delphinweg","47.29650962","8.22694205","","Parent8578767"
"8578767:0:B","Meisterschwanden, Delphinweg","47.29650962","8.22694205","","Parent8578767"
"8578768","Fahrwangen, Bahnhof","47.29523629","8.23748827","","Parent8578768"
"8578769","Fahrwangen, Bärenplatz","47.29541907","8.24263562","","Parent8578769"
"8578770","Bettwil, Chäsiplatz","47.29043514","8.26520130","","Parent8578770"
"8578770:0:A","Bettwil, Chäsiplatz","47.29043514","8.26520130","","Parent8578770"
"8578770:0:B","Bettwil, Chäsiplatz","47.29043514","8.26520130","","Parent8578770"
"8578771","Sarmenstorf, Schulhaus","47.30985642","8.24979519","","Parent8578771"
"8578772","Sarmenstorf, Altersheim","47.31541100","8.25183437","","Parent8578772"
"8578773","Sarmenstorf, Vorstadt","47.31499077","8.24709126","","Parent8578773"
"8578777","Glis, Holzji","46.30525365","7.98251945","","Parent8578777"
"8578777:0:10000","Glis, Holzji","46.30525985","7.98244758","","Parent8578777"
"8578778:0:10000","Glis, Napoleon","46.31029866","7.98269911","","Parent8578778"
"8578779","Bad Zurzach, Höfli","47.58723432","8.29180940","","Parent8578779"
"8578779:0:10000","Bad Zurzach, Höfli","47.58720402","8.29175550","","Parent8578779"
"8578779:0:10001","Bad Zurzach, Höfli","47.58725855","8.29183635","","Parent8578779"
"8578779:0:10002","Bad Zurzach, Höfli","47.58720402","8.29175550","","Parent8578779"
"8578780:0:10000","Bad Zurzach, Promenade","47.58608313","8.29635487","","Parent8578780"
"8578780:0:10001","Bad Zurzach, Promenade","47.58699196","8.29482774","","Parent8578780"
"8578781","Bad Zurzach, Seesteg","47.58318686","8.30458344","","Parent8578781"
"8578783","Rekingen AG, Dorf","47.57002439","8.32174126","","Parent8578783"
"8578783:0:10000","Rekingen AG, Dorf","47.57001226","8.32159753","","Parent8578783"
"8578784","Böbikon, Dorfplatz","47.55386372","8.33353614","","Parent8578784"
"8578784:0:10000","Böbikon, Dorfplatz","47.55388797","8.33346428","","Parent8578784"
"8578784:0:10001","Böbikon, Dorfplatz","47.55379703","8.33364394","","Parent8578784"
"8578785","Böbikon, Schulhaus","47.55390616","8.33128137","","Parent8578785"
"8578785:0:10000","Böbikon, Schulhaus","47.55393647","8.33119154","","Parent8578785"
"8578786","Baldingen, Unterdorf","47.55545212","8.31978294","","Parent8578786"
"8578786:0:10000","Baldingen, Unterdorf","47.55541575","8.31985480","","Parent8578786"
"8578786:0:10001","Baldingen, Unterdorf","47.55540968","8.31972005","","Parent8578786"
"8578787","Baldingen, Mitteldorf","47.55507018","8.31698918","","Parent8578787"
"8578787:0:10000","Baldingen, Mitteldorf","47.55507624","8.31693528","","Parent8578787"
"8578787:0:10001","Baldingen, Mitteldorf","47.55505806","8.31700714","","Parent8578787"
"8578788","Baldingen, Oberdorf","47.55505806","8.31449186","","Parent8578788"
"8578788:0:10000","Baldingen, Oberdorf","47.55512474","8.31454576","","Parent8578788"
"8578789","Littenheid, Klinik","47.44070880","9.00911415","","Parent8578789"
"8578790","Littenheid, Sonnenmatt","47.44305400","9.01010230","","Parent8578790"
"8578791","Busswil TG, Hauptstrasse","47.45055672","9.01436930","","Parent8578791"
"8578792","Busswil TG, Dorfplatz","47.45374581","9.01609406","","Parent8578792"
"8578794:0:A","Busswil TG, Kreuzstrasse","47.45804622","9.02134921","","Parent8578794"
"8578794:0:B","Busswil TG, Kreuzstrasse","47.45804622","9.02134921","","Parent8578794"
"8578794:0:C","Busswil TG, Kreuzstrasse","47.45804622","9.02134921","","Parent8578794"
"8578795","Wil SG, STIHL","47.45969826","9.03088932","","Parent8578795"
"8578796","Wil SG, Kantonsschule","47.46070039","9.03441969","","Parent8578796"
"8578798:0:10000","Bischofszell, Obertor","47.49403318","9.24380800","","Parent8578798"
"8578798:0:10001","Bischofszell, Obertor","47.49410601","9.24379902","","Parent8578798"
"8578799:0:10000","Bischofszell, Sattelbogen","47.49664305","9.24744618","","Parent8578799"
"8578799:0:10001","Bischofszell, Sattelbogen","47.49661270","9.24730245","","Parent8578799"
"8578800:0:10000","Bischofszell, Pflegeheim","47.49727426","9.24967400","","Parent8578800"
"8578800:0:10001","Bischofszell, Pflegeheim","47.49732281","9.24968299","","Parent8578800"
"8578801:0:10000","Bischofszell, Stocken","47.49776586","9.25309658","","Parent8578801"
"8578801:0:10001","Bischofszell, Stocken","47.49758985","9.25271929","","Parent8578801"
"8578802:0:10000","Eberswil, Abzw. Lütschwil","47.50133442","9.26231330","","Parent8578802"
"8578802:0:10001","Eberswil, Abzw. Lütschwil","47.50134049","9.26237618","","Parent8578802"
"8578803:0:10000","Wilen (Gottshaus), Rehalp","47.49788118","9.26725403","","Parent8578803"
"8578803:0:10001","Wilen (Gottshaus), Rehalp","47.49789938","9.26720013","","Parent8578803"
"8578804:0:10000","Wilen (Gottshaus), Wilen","47.49402104","9.28284879","","Parent8578804"
"8578804:0:10001","Wilen (Gottshaus), Wilen","47.49369935","9.28318116","","Parent8578804"
"8578805:0:10000","Wilen (Gottshaus), Hoferberg","47.48920761","9.28871479","","Parent8578805"
"8578805:0:10001","Wilen (Gottshaus), Hoferberg","47.48925617","9.28866089","","Parent8578805"
"8578806:0:10000","Wilen (Gottshaus), Lauften","47.48716192","9.29026887","","Parent8578806"
"8578806:0:10001","Wilen (Gottshaus), Lauften","47.48722262","9.29028684","","Parent8578806"
"8578807:0:10000","Wilen (Gottshaus), Mollishaus","47.48647596","9.29388010","","Parent8578807"
"8578807:0:10001","Wilen (Gottshaus), Mollishaus","47.48650631","9.29395196","","Parent8578807"
"8578808:0:10000","St. Pelagiberg, Kurhaus","47.48792679","9.29985389","","Parent8578808"
"8578809","Frauenfeld, Altstadt","47.55727084","8.89863934","","Parent8578809"
"8578810:0:10000","Glis, Poststrasse","46.31068958","7.98020179","","Parent8578810"
"8578813","Frauenfeld, Ochsen","47.55343326","8.89256673","","Parent8578813"
"8578813:0:10000","Frauenfeld, Ochsen","47.55345145","8.89250385","","Parent8578813"
"8578813:0:10001","Frauenfeld, Ochsen","47.55342114","8.89261164","","Parent8578813"
"8578814","Brig, Weri","46.31344457","7.99107141","","Parent8578814"
"8578814:0:10000","Brig, Weri","46.31344457","7.99107141","","Parent8578814"
"8578815","Gerlikon, Huggenbergerhaus","47.53921418","8.87959506","","Parent8578815"
"8578815:0:10000","Gerlikon, Huggenbergerhaus","47.53915960","8.87954116","","Parent8578815"
"8578815:0:10001","Gerlikon, Huggenbergerhaus","47.53923844","8.87972980","","Parent8578815"
"8578816:0:10000","Gerlikon, Bausel","47.53962656","8.87587603","","Parent8578816"
"8578816:0:10001","Gerlikon, Bausel","47.53926876","8.87589400","","Parent8578816"
"8578817:0:10000","Gachnang, Hofen","47.54394420","8.86517709","","Parent8578817"
"8578817:0:10001","Gachnang, Hofen","47.54398665","8.86532981","","Parent8578817"
"8578818:0:10000","Gachnang, Oberwilerstrasse","47.53924451","8.85519681","","Parent8578818"
"8578818:0:10001","Gachnang, Oberwilerstrasse","47.53914141","8.85487342","","Parent8578818"
"8578819:0:10000","Gachnang, Trotte","47.53938399","8.85220542","","Parent8578819"
"8578819:0:10001","Gachnang, Trotte","47.53949921","8.85198084","","Parent8578819"
"8578821","Wilen bei Wil, Langwiesen","47.45035018","9.03417715","","Parent8578821"
"8578822","Wilen bei Wil, Scheidweg","47.45183238","9.03753685","","Parent8578822"
"8578823","Wilen bei Wil, Lerchenfeld","47.45339957","9.03804889","","Parent8578823"
"8578824","Wil SG, Wilenstrasse","47.45632731","9.03800397","","Parent8578824"
"8578825","Wil SG, Bergholz","47.45856856","9.03846211","","Parent8578825"
"8578826:0:A","Wil SG, Bahnhof Süd","47.46131381","9.04161520","","Parent8578826"
"8578826:0:B","Wil SG, Bahnhof Süd","47.46131381","9.04161520","","Parent8578826"
"8578827","Brig, Friedhof","46.31186233","7.99450297","","Parent8578827"
"8578827:0:10000","Brig, Friedhof","46.31183751","7.99461975","","Parent8578827"
"8578828","Malvaglia, Orino","46.40845638","8.98054773","","Parent8578828"
"8578829","Dongio, Municipio","46.43754802","8.95526913","","Parent8578829"
"8578830","Acquarossa, Ospedale","46.45113490","8.94032117","","Parent8578830"
"8578831","Grumo (Blenio)","46.47693135","8.94527987","","Parent8578831"
"8578832","Torre, alla Baracca","46.48138525","8.94931330","","Parent8578832"
"8578833","Torre, Portera","46.49131241","8.95186452","","Parent8578833"
"8578834","Dangio, Paese","46.49252457","8.95526015","","Parent8578834"
"8578835","Aquila, Bivio Ponto-Aquilesco","46.50789075","8.94530682","","Parent8578835"
"8578836","Olivone, Municipio","46.52757289","8.93985404","","Parent8578836"
"8578837","Olivone, Petullo","46.52785101","8.92453777","","Parent8578837"
"8578838","Larescia","46.51678692","8.93394313","","Parent8578838"
"8578839","Camperio, Pianezza","46.52152188","8.92732255","","Parent8578839"
"8578840","Camperio, Ospizio","46.52303624","8.91113490","","Parent8578840"
"8578841","Camperio, Alta","46.52491523","8.90522399","","Parent8578841"
"8578842","Camperio, Piera","46.52628116","8.90032817","","Parent8578842"
"8578843","Camperio, Monte di Sacco","46.52396338","8.90081326","","Parent8578843"
"8578844","Campra, Bivio","46.52195456","8.88902737","","Parent8578844"
"8578845","Campra, centro nordico","46.51852394","8.88271221","","Parent8578845"
"8578847","Pian Segno","46.52822801","8.84985184","","Parent8578847"
"8578848","Alpe Casaccia","46.54607403","8.81838385","","Parent8578848"
"8578849","Olivone, Bivio Sommascona","46.52790045","8.92142960","","Parent8578849"
"8578850","Ponte Semina","46.55293156","8.93911743","","Parent8578850"
"8578851","Ghirone, Aquilesco","46.55972647","8.94367188","","Parent8578851"
"8578852","Loderio, Nucleo","46.38353844","8.97281323","","Parent8578852"
"8578853","Semione, Cantonetto","46.40436819","8.97284916","","Parent8578853"
"8578854","Corzoneso, Sasso Rorina","46.44665996","8.93578468","","Parent8578854"
"8578855","Corzoneso, Paese","46.44648665","8.93401500","","Parent8578855"
"8578856","Corzoneso, Valasci","46.44225894","8.93496721","","Parent8578856"
"8578857","Cumiasca, Campiroi","46.44838685","8.92666678","","Parent8578857"
"8578858","Cumiasca, Chiesa","46.44960616","8.92628050","","Parent8578858"
"8578859","Leontica, Combrescherio","46.45379617","8.92410658","","Parent8578859"
"8578860","Comprovasco, Piazza","46.45510200","8.93631468","","Parent8578860"
"8578861","Comprovasco, Biv. per Leontica","46.45935347","8.93219142","","Parent8578861"
"8578862","Prugiasco, Valle","46.46321478","8.93042173","","Parent8578862"
"8578863","Prugiasco, Paese","46.46085719","8.93179616","","Parent8578863"
"8578864","Castro, Molino di Castro","46.46693969","8.92868799","","Parent8578864"
"8578865","Castro, Paese","46.47183986","8.92738543","","Parent8578865"
"8578866","Traversa (Marolta)","46.47628798","8.92572355","","Parent8578866"
"8578867","Ponto Valentino, Fontana","46.48140380","8.93160751","","Parent8578867"
"8578868","Mendrisio, Ospedale B. Vergine","45.86657194","8.98344030","","Parent8578868"
"8578868:0:10000","Mendrisio, Ospedale B. Vergine","45.86655317","8.98336844","","Parent8578868"
"8578868:0:10001","Mendrisio, Ospedale B. Vergine","45.86655317","8.98336844","","Parent8578868"
"8578870","Mendrisio, Banchette","45.86454520","8.98206588","","Parent8578870"
"8578870:0:10000","Mendrisio, Banchette","45.86471409","8.98223656","","Parent8578870"
"8578870:0:10001","Mendrisio, Banchette","45.86445136","8.98197605","","Parent8578870"
"8578871","Brig, Klostermatte","46.31179407","7.99560790","","Parent8578871"
"8578871:0:10000","Brig, Klostermatte","46.31179407","7.99560790","","Parent8578871"
"8578871:0:10001","Brig, Klostermatte","46.31177546","7.99552705","","Parent8578871"
"8578874","Melano, Piazza","45.92242828","8.98589270","","Parent8578874"
"8578874:0:10000","Melano, Piazza","45.92243453","8.98589270","","Parent8578874"
"8578874:0:10001","Melano, Piazza","45.92240953","8.98589270","","Parent8578874"
"8578875","Capolago, Stazione","45.90400952","8.97935297","","Parent8578875"
"8578875:0:10000","Capolago, Stazione","45.90399077","8.97944280","","Parent8578875"
"8578875:0:10001","Capolago, Stazione","45.90404078","8.97929009","","Parent8578875"
"8578876","Riva S. Vitale, Piazza","45.90594106","8.97132203","","Parent8578876"
"8578876:0:10000","Riva S. Vitale, Piazza","45.90594731","8.97128610","","Parent8578876"
"8578876:0:10001","Riva S. Vitale, Piazza","45.90592856","8.97134898","","Parent8578876"
"8578879","Brusino Arsizio, Funivia","45.92452789","8.93497619","","Parent8578879"
"8578879:0:10000","Brusino Arsizio, Funivia","45.92431544","8.93482348","","Parent8578879"
"8578879:0:10001","Brusino Arsizio, Funivia","45.92453414","8.93525467","","Parent8578879"
"8578880","Brusino Arsizio, Confine","45.91461027","8.91914788","","Parent8578880"
"8578880:0:10000","Brusino Arsizio, Confine","45.91459153","8.91919279","","Parent8578880"
"8578880:0:10001","Brusino Arsizio, Confine","45.91459778","8.91910296","","Parent8578880"
"8578881","Locarno, Stazione","46.17259525","8.80102840","","Parent8578881"
"8578881:0:A","Locarno, Stazione","46.17259525","8.80102840","","Parent8578881"
"8578883","Locarno, Piazza Castello","46.16766821","8.79447968","","Parent8578883"
"8578884","Brig, Bachji","46.31287373","7.99470958","","Parent8578884"
"8578884:0:10000","Brig, Bachji","46.31292957","7.99476348","","Parent8578884"
"8578884:0:10001","Brig, Bachji","46.31286132","7.99450297","","Parent8578884"
"8578885","Locarno, S. Antonio Stazione","46.16870093","8.78632298","","Parent8578885"
"8578886","Brig, Haus Schönstatt","46.31425739","7.99727877","","Parent8578886"
"8578886:0:10000","Brig, Haus Schönstatt","46.31425739","7.99727877","","Parent8578886"
"8578886:0:10001","Brig, Haus Schönstatt","46.31417052","7.99727877","","Parent8578886"
"8578887","Brig, Kollegium","46.31595124","7.99477247","","Parent8578887"
"8578887:0:10000","Brig, Kollegium","46.31595124","7.99477247","","Parent8578887"
"8578887:0:10001","Brig, Kollegium","46.31582095","7.99467365","","Parent8578887"
"8578888","Avegno di fuori","46.20096689","8.74497353","","Parent8578888"
"8578889","Brig, Termerweg","46.31685709","7.99698232","","Parent8578889"
"8578889:0:10000","Brig, Termerweg","46.31685709","7.99698232","","Parent8578889"
"8578889:0:10001","Brig, Termerweg","46.31679505","7.99691944","","Parent8578889"
"8578890","Brig, untere Bielastrasse","46.31760782","7.99608401","","Parent8578890"
"8578890:0:10000","Brig, untere Bielastrasse","46.31760782","7.99608401","","Parent8578890"
"8578890:0:10001","Brig, untere Bielastrasse","46.31761402","7.99596723","","Parent8578890"
"8578891","Brig, Biela Mitte","46.31897275","7.99869810","","Parent8578891"
"8578891:0:10000","Brig, Biela Mitte","46.31904720","7.99875200","","Parent8578891"
"8578891:0:10001","Brig, Biela Mitte","46.31902858","7.99859031","","Parent8578891"
"8578893","Brig, Biela","46.32038727","8.00159966","","Parent8578893"
"8578893:0:10000","Brig, Biela","46.32038727","8.00159966","","Parent8578893"
"8578894","Naters, Massegga","46.32768888","8.00958569","","Parent8578894"
"8578894:0:10000","Naters, Massegga","46.32768888","8.00958569","","Parent8578894"
"8578894:0:10001","Naters, Massegga","46.32776332","8.00949585","","Parent8578894"
"8578895","Maggia, Ospedale","46.24646648","8.70220474","","Parent8578895"
"8578896","Mörel, Schulhaus","46.35773495","8.04819528","","Parent8578896"
"8578897","Fiesch, Abzw. Feriendorf","46.39816718","8.13310404","","Parent8578897"
"8578897:0:10000","Fiesch, Abzw. Feriendorf","46.39809904","8.13312200","","Parent8578897"
"8578897:0:10001","Fiesch, Abzw. Feriendorf","46.39821675","8.13309505","","Parent8578897"
"8578898:0:10000","Ausserbinn, Hubel","46.37672770","8.15085475","","Parent8578898"
"8578898:0:10001","Ausserbinn, Hubel","46.37668432","8.15079187","","Parent8578898"
"8578899:0:10000","Ernen, Aragon","46.39661837","8.14143142","","Parent8578899"
"8578899:0:10001","Ernen, Aragon","46.39657500","8.14147634","","Parent8578899"
"8578900","Riveo, chiesa","46.29502569","8.63481312","","Parent8578900"
"8578901","Naters, Fiischter-Fäld","46.32585272","8.00089898","","Parent8578901"
"8578903","Lengnau AG, Gewerbegebiet","47.52847911","8.31848936","","Parent8578903"
"8578903:0:10000","Lengnau AG, Gewerbegebiet","47.52847911","8.31832767","","Parent8578903"
"8578903:0:10001","Lengnau AG, Gewerbegebiet","47.52852156","8.31859716","","Parent8578903"
"8578904","Cevio, centro scolastico","46.32055478","8.60232106","","Parent8578904"
"8578906:0:10000","Gampelen, Dorf","47.01484812","7.05954541","","Parent8578906"
"8578906:0:10001","Gampelen, Dorf","47.01473787","7.05921303","","Parent8578906"
"8578908:0:10000","Unterseen, Seestrasse","46.68389831","7.84568806","","Parent8578908"
"8578908:0:10001","Unterseen, Seestrasse","46.68394145","7.84593061","","Parent8578908"
"8578910","Ascona, San Materno","46.16026438","8.77421369","","Parent8578910"
"8578911:0:10000","Grandval, Chapeau Noir","47.28300101","7.42330920","","Parent8578911"
"8578911:0:10001","Grandval, Chapeau Noir","47.28304367","7.42312055","","Parent8578911"
"8578914","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:Q","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:R","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:S","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:T","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:U","Baden, Bahnhof West","47.47645262","8.30693703","","Parent8578914"
"8578914:0:V","Baden, Bahnhof West","47.47603367","8.30683821","","Parent8578914"
"8578916","Egerkingen, Bahnhof","47.31506386","7.79908347","","Parent8578916"
"8578916:0:10000","Egerkingen, Bahnhof","47.31506386","7.79905652","","Parent8578916"
"8578917","Brissago, Miralago","46.12689124","8.71560760","","Parent8578917"
"8578918","Brissago, Clinica Hildebrand","46.12449422","8.71507759","","Parent8578918"
"8578919","Brissago, Municipio","46.12027894","8.71124179","","Parent8578919"
"8578920","Klus, Bahnhof","47.30492867","7.69422312","","Parent8578920"
"8578920:0:10000","Klus, Bahnhof","47.30495303","7.69429499","","Parent8578920"
"8578920:0:10001","Klus, Bahnhof","47.30489212","7.69414227","","Parent8578920"
"8578921","Brissago, Piazza del Sole","46.11368453","8.70609444","","Parent8578921"
"8578922","Brissago, Incella","46.11601353","8.70172863","","Parent8578922"
"8578923","Mervelier, Rue des Prés","47.34416736","7.49150930","","Parent8578923"
