stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"8505426","Orny, village","46.66791620","6.52628749","","Parent8505426"
"8505426:0:10000","Orny, village","46.66782374","6.52617969","","Parent8505426"
"8505428:0:10000","Gland, UICN","46.41611163","6.27831654","","Parent8505428"
"8505429","Yverdon, Collège des Rives","46.78483430","6.64202643","","Parent8505429"
"8505430","Perlen, Holzplatz","47.11505965","8.37667324","","Parent8505430"
"8505431","Root, Wiesstrasse","47.10538143","8.37882920","","Parent8505431"
"8505433","Worblaufen, Fischrainweg","46.97969862","7.46589833","","Parent8505433"
"8505434","Worblaufen, Altikofen Nord","46.98153724","7.46406576","","Parent8505434"
"8505435","Worblaufen, Altikofen West","46.98094276","7.46167624","","Parent8505435"
"8505436","Worblaufen, Altikofen Süd","46.98052601","7.46409271","","Parent8505436"
"8505437","Worblaufen, Babimoosweg","46.98000506","7.47161161","","Parent8505437"
"8505438","Ittigen, Talweg","46.97624185","7.48187936","","Parent8505438"
"8505443","Schwarzenegg, Dürren","46.78880163","7.72889809","","Parent8505443"
"8505444","Eriz, Moosboden","46.78677187","7.81756181","","Parent8505444"
"8505447","Emmenbrücke, Riffigrain","47.08003121","8.26856998","","Parent8505447"
"8505448","Meilen, Friedhof","47.27184178","8.64133489","","Parent8505448"
"8505451","Porto Ronco, Crodolo Verbano","46.13310433","8.71899425","","Parent8505451"
"8505453","Losone, Posta","46.16493700","8.76258949","","Parent8505453"
"8505454","Arcegno, Chiesa","46.16226787","8.74327571","","Parent8505454"
"8505455","Gruppaldo, cappella","46.15260441","8.74375182","","Parent8505455"
"8505456","Livurcio","46.15019606","8.73361882","","Parent8505456"
"8505458","Contra, Paese","46.18859263","8.83962901","","Parent8505458"
"8505458:0:2","Contra, Paese","46.18856776","8.83951223","","Parent8505458"
"8505459","Brione s. Minusio, B. Val Resa","46.18591843","8.82243525","","Parent8505459"
"8505467","Solduno S. Martino","46.17199805","8.77036890","","Parent8505467"
"8505469","Locarno (lago)","46.17014422","8.80117213","","Parent8505469"
"8505470:0:11/12","Locarno FART","46.17274454","8.80197163","","Parent8505470"
"8505470:0:21","Locarno FART","46.17274454","8.80197163","","Parent8505470"
"8505471","Locarno S. Antonio","46.16881913","8.78632298","","Parent8505471"
"8505472","Solduno","46.16947235","8.77760932","","Parent8505472"
"8505473","Ponte Brolla","46.18563857","8.75330989","","Parent8505473"
"8505474","Avegno, Paese","46.20569821","8.74282655","","Parent8505474"
"8505475","Gordevio","46.22492398","8.74250316","","Parent8505475"
"8505477","Aurigeno-Moghegno","46.23994932","8.71427809","","Parent8505477"
"8505478","Maggia, centro","46.24572100","8.70592376","","Parent8505478"
"8505479","Lodano","46.26082760","8.69047274","","Parent8505479"
"8505481","Coglio","46.26882645","8.68307960","","Parent8505481"
"8505482","Someo","46.28657128","8.66204106","","Parent8505482"
"8505483","Riveo, Paese","46.29668290","8.63006104","","Parent8505483"
"8505484","Cevio, Centro","46.31708665","8.60248276","","Parent8505484"
"8505485","Cevio, Residenza Betulle","46.32511451","8.60472854","","Parent8505485"
"8505486","Bignasco, Posta","46.33934339","8.60760315","","Parent8505486"
"8505486:0:10000","Bignasco, Posta","46.33933718","8.60754925","","Parent8505486"
"8505487","Ronchini, Paese","46.23364266","8.72680959","","Parent8505487"
"8505491","Tegna","46.18602416","8.74276367","","Parent8505491"
"8505492","Verscio","46.18456262","8.72947759","","Parent8505492"
"8505493","Cavigliano","46.18376032","8.72120410","","Parent8505493"
"8505494","Intragna","46.17765869","8.70226762","","Parent8505494"
"8505495","Corcapolo","46.16876936","8.67583020","","Parent8505495"
"8505496","Verdasio","46.16521075","8.64920413","","Parent8505496"
"8505497","Palagnedra","46.16110436","8.63080664","","Parent8505497"
"8505499","Camedo","46.15475130","8.61094489","","Parent8505499"
"8505518","S. Nazzaro (lago)","46.13327241","8.80425335","","Parent8505518"
"8505519","Tenero (lago)","46.17384560","8.84344685","","Parent8505519"
"8505524","Brissago (lago)","46.11821166","8.71094534","","Parent8505524"
"8505529:0:10000","Bussigny, St-Germain","46.55117093","6.54547550","","Parent8505529"
"8505529:0:10001","Bussigny, St-Germain","46.55100413","6.54590669","","Parent8505529"
"8505531:0:10000","Felben, Ost","47.58229613","8.94691480","","Parent8505531"
"8505531:0:10001","Felben, Ost","47.58212647","8.94674412","","Parent8505531"
"8505534","Le Locle, Chemin des Dolines","47.04816272","6.74405708","","Parent8505534"
"8505535","Melide Swissminiatur (lago)","45.95279619","8.95471218","","Parent8505535"
"8505536","Brusino Arsizio Funivia (lago)","45.92444666","8.93450907","","Parent8505536"
"8505538","Gandria Confine (lago)","46.01503552","9.01972326","","Parent8505538"
"8505541","Grotto Elvezia (lago)","46.00394855","8.99329482","","Parent8505541"
"8505543","S. Rocco (lago)","45.98516363","8.97998179","","Parent8505543"
"8505544","Grotto Pescatori (lago)","45.99003833","8.99340262","","Parent8505544"
"8505545","Cantine di Gandria (lago)","45.99836366","9.01697441","","Parent8505545"
"8505549:0:10000","Sidelenbach (Furka)","46.58779893","8.43226998","","Parent8505549"
"8505549:0:10001","Sidelenbach (Furka)","46.58768163","8.43221608","","Parent8505549"
"8505550","Lugano Centrale (lago)","46.00296889","8.95155909","","Parent8505550"
"8505551","Gandria (lago)","46.00554591","9.00395782","","Parent8505551"
"8505553","Paradiso (lago)","45.99326502","8.94675311","","Parent8505553"
"8505556","Brusino Arsizio (lago)","45.92993278","8.93798555","","Parent8505556"
"8505557","Morcote (lago)","45.92274073","8.91714463","","Parent8505557"
"8505561","Viganello, S. Siro","46.01587147","8.97149271","","Parent8505561"
"8505563","Pregassona, Paese","46.01988264","8.97566089","","Parent8505563"
"8505565","Soragno","46.03242579","8.97921822","","Parent8505565"
"8505566","Davesco, Paese","46.03713420","8.98019738","","Parent8505566"
"8505567","Cadro, Paese","46.04651240","8.98450031","","Parent8505567"
"8505568","Dino","46.05274702","8.98426675","","Parent8505568"
"8505570","Magadino (lago)","46.14773160","8.85465782","","Parent8505570"
"8505571","Vira (Gambarogno) (lago)","46.14480646","8.84130886","","Parent8505571"
"8505573","Ascona (lago)","46.15379299","8.76872498","","Parent8505573"
"8505574","Gerra (Gambarogno) (lago)","46.12473081","8.78872148","","Parent8505574"
"8505577","Isole di Brissago","46.13258764","8.73471477","","Parent8505577"
"8505578","Zornasco","46.12970527","8.49080420","","Parent8505578"
"8505580","Re","46.12728970","8.53888203","","Parent8505580"
"8505581","S. Maria Maggiore","46.13644716","8.46059386","","Parent8505581"
"8505584","Malesco","46.12918855","8.49889802","","Parent8505584"
"8505585","Druogno","46.13309811","8.43365338","","Parent8505585"
"8505588","Creggio","46.12466233","8.32455299","","Parent8505588"
"8505589","Folsogno-Dissimo","46.13437426","8.55810598","","Parent8505589"
"8505590","Gagnone-Orcesco","46.12860956","8.41961271","","Parent8505590"
"8505593","Masera","46.13190286","8.32379841","","Parent8505593"
"8505594","Prestinone","46.13304208","8.47951238","","Parent8505594"
"8505597","Trontano","46.12260766","8.33399428","","Parent8505597"
"8505598","Rasa","46.15664921","8.65464792","","Parent8505598"
"8505599","Verigo","46.12174218","8.35152042","","Parent8505599"
"8505600:0:10000","Alpe di Neggia, Alpe","46.11063926","8.84532433","","Parent8505600"
"8505600:0:10001","Alpe di Neggia, Alpe","46.11067662","8.84553094","","Parent8505600"
"8505601:0:10000","Monti di Fosano, Bv. Piazzogna","46.12921345","8.83538896","","Parent8505601"
"8505601:0:10001","Monti di Fosano, Bv. Piazzogna","46.12921968","8.83548777","","Parent8505601"
"8505602:0:10000","Alpe di Neggia, Bv. Trecciura","46.11993648","8.84910623","","Parent8505602"
"8505602:0:10001","Alpe di Neggia, Bv. Trecciura","46.11985553","8.84923200","","Parent8505602"
"8505604","Minusio, Esplanade","46.17862280","8.82244424","","Parent8505604"
"8505604:0:1","Minusio, Esplanade","46.17858548","8.82236339","","Parent8505604"
"8505604:0:2","Minusio, Esplanade","46.17862902","8.82236339","","Parent8505604"
"8505606:0:10000","Fosano","46.13911132","8.84227904","","Parent8505606"
"8505606:0:10001","Fosano","46.13918601","8.84234192","","Parent8505606"
"8505607:0:10000","Indemini, Isolabella","46.10490322","8.83812882","","Parent8505607"
"8505607:0:10001","Indemini, Isolabella","46.10487207","8.83817374","","Parent8505607"
"8505608","Magadino, Casa Comunale","46.14862156","8.85616699","","Parent8505608"
"8505608:0:10000","Magadino, Casa Comunale","46.14842241","8.85690361","","Parent8505608"
"8505608:0:10001","Magadino, Casa Comunale","46.14864645","8.85614004","","Parent8505608"
"8505608:0:10002","Magadino, Casa Comunale","46.14883315","8.85598733","","Parent8505608"
"8505609","Magadino, Superiore","46.14918789","8.87198632","","Parent8505609"
"8505609:0:10000","Magadino, Superiore","46.14913188","8.87189649","","Parent8505609"
"8505609:0:10001","Magadino, Superiore","46.14921900","8.87210311","","Parent8505609"
"8505610","Minusio, Piazza","46.17609740","8.81241904","","Parent8505610"
"8505610:0:10000","Minusio, Piazza","46.17626535","8.81260768","","Parent8505610"
"8505610:0:10001","Minusio, Piazza","46.17594190","8.81216751","","Parent8505610"
"8505611:0:10000","Monti di Fosano, Monti","46.13224525","8.83959308","","Parent8505611"
"8505611:0:10001","Monti di Fosano, Monti","46.13222035","8.83962901","","Parent8505611"
"8505612:0:10000","Indemini, Monti","46.10294747","8.84388702","","Parent8505612"
"8505612:0:10001","Indemini, Monti","46.10291633","8.84392296","","Parent8505612"
"8505613","Quartino, Chiesa","46.15216880","8.89491133","","Parent8505613"
"8505613:0:10000","Quartino, Chiesa","46.15215013","8.89500116","","Parent8505613"
"8505613:0:10001","Quartino, Chiesa","46.15218747","8.89479455","","Parent8505613"
"8505614","Scesana","46.13868805","8.83701491","","Parent8505614"
"8505614:0:10000","Scesana","46.13873162","8.83689813","","Parent8505614"
"8505614:0:10001","Scesana","46.13863203","8.83694305","","Parent8505614"
"8505615","Vairano, Paese","46.13212697","8.81043376","","Parent8505615"
"8505615:0:10000","Vairano, Paese","46.13206472","8.81046969","","Parent8505615"
"8505615:0:10001","Vairano, Paese","46.13208962","8.81052359","","Parent8505615"
"8505615:0:10002","Vairano, Paese","46.13217677","8.81031698","","Parent8505615"
"8505616","Vira (Gambarogno), Paese","46.14410315","8.84354566","","Parent8505616"
"8505616:0:10000","Vira (Gambarogno), Paese","46.14405959","8.84336600","","Parent8505616"
"8505616:0:10001","Vira (Gambarogno), Paese","46.14414672","8.84369838","","Parent8505616"
"8505617","Rovio, Paese","45.93331291","8.98707848","","Parent8505617"
"8505617:0:10000","Rovio, Paese","45.93321919","8.98695271","","Parent8505617"
"8505617:0:10001","Rovio, Paese","45.93341287","8.98717729","","Parent8505617"
"8505618","Rovio, Ala Materna","45.93621179","8.98376370","","Parent8505618"
"8505618:0:10000","Rovio, Ala Materna","45.93615556","8.98388946","","Parent8505618"
"8505618:0:10001","Rovio, Ala Materna","45.93628675","8.98363793","","Parent8505618"
"8505619","Rovio, Selvone","45.94309601","8.98582982","","Parent8505619"
"8505619:0:10000","Rovio, Selvone","45.94308976","8.98577592","","Parent8505619"
"8505619:0:10001","Rovio, Selvone","45.94310225","8.98586575","","Parent8505619"
"8505621","Mitlödi, Kirche","47.01029720","9.07931749","","Parent8505621"
"8505622","Arogno, S. Michele","45.95483844","8.98962969","","Parent8505622"
"8505622:0:10000","Arogno, S. Michele","45.95485718","8.98956681","","Parent8505622"
"8505622:0:10001","Arogno, S. Michele","45.95482595","8.98968359","","Parent8505622"
"8505623:0:10000","Scalate","46.18469323","8.85158558","","Parent8505623"
"8505623:0:10001","Scalate","46.18473677","8.85158558","","Parent8505623"
"8505624:0:10000","Gordemo","46.19039609","8.84690536","","Parent8505624"
"8505624:0:10001","Gordemo","46.19044584","8.84702214","","Parent8505624"
"8505625:0:10000","Diga Verzasca","46.19509724","8.85067829","","Parent8505625"
"8505625:0:10001","Diga Verzasca","46.19515942","8.85076812","","Parent8505625"
"8505626:0:10000","Berzona (Verzasca), Paese","46.21563827","8.85999382","","Parent8505626"
"8505626:0:10001","Berzona (Verzasca), Paese","46.21573772","8.86015551","","Parent8505626"
"8505627:0:10000","Vogorno, Paese","46.22408497","8.85597835","","Parent8505627"
"8505627:0:10001","Vogorno, Paese","46.22415334","8.85596038","","Parent8505627"
"8505628:0:10000","Vogorno, San Bartolomeo","46.23220103","8.84637536","","Parent8505628"
"8505628:0:10001","Vogorno, San Bartolomeo","46.23224453","8.84644722","","Parent8505628"
"8505629:0:10000","Corippo, Bivio","46.24004252","8.84465059","","Parent8505629"
"8505629:0:10001","Corippo, Bivio","46.23999282","8.84474941","","Parent8505629"
"8505630:0:10000","Lavertezzo, Ai Poss","46.25224368","8.84348278","","Parent8505630"
"8505630:0:10001","Lavertezzo, Ai Poss","46.25218157","8.84357261","","Parent8505630"
"8505631:0:10000","Lavertezzo, Aquino","46.26364720","8.82519308","","Parent8505631"
"8505631:0:10001","Lavertezzo, Aquino","46.26370931","8.82517512","","Parent8505631"
"8505632:0:10000","Brione (Verzasca), Motta","46.27422253","8.81013732","","Parent8505632"
"8505632:0:10001","Brione (Verzasca), Motta","46.27440260","8.81012833","","Parent8505632"
"8505633:0:10000","Brione (Verzasca), Ganne","46.28528625","8.79965398","","Parent8505633"
"8505633:0:10001","Brione (Verzasca), Ganne","46.28540420","8.79963601","","Parent8505633"
"8505634:0:10000","Brione (Verzasca), Piee","46.29117730","8.79467731","","Parent8505634"
"8505634:0:10001","Brione (Verzasca), Piee","46.29121454","8.79470426","","Parent8505634"
"8505635:0:10000","Brione (Verzasca), Paese","46.29715460","8.79122778","","Parent8505635"
"8505635:0:10001","Brione (Verzasca), Paese","46.29722287","8.79128168","","Parent8505635"
"8505636:0:10000","Brione (Verzasca), Alnasca","46.30403732","8.79445273","","Parent8505636"
"8505636:0:10001","Brione (Verzasca), Alnasca","46.30423590","8.79460545","","Parent8505636"
"8505637:0:10000","Gerra(Verzasca),Prato Maggiore","46.31446835","8.80185485","","Parent8505637"
"8505637:0:10001","Gerra(Verzasca),Prato Maggiore","46.31444353","8.80199858","","Parent8505637"
"8505638:0:10000","Gerra (Verzasca), Paese","46.32108832","8.80119908","","Parent8505638"
"8505638:0:10001","Gerra (Verzasca), Paese","46.32118758","8.80127095","","Parent8505638"
"8505639:0:10000","Gerra (Verzasca), Croce","46.33019491","8.80304063","","Parent8505639"
"8505639:0:10001","Gerra (Verzasca), Croce","46.33017009","8.80307656","","Parent8505639"
"8505640:0:10000","Frasco, Paese","46.33802858","8.80501692","","Parent8505640"
"8505640:0:10001","Frasco, Paese","46.33805339","8.80498099","","Parent8505640"
"8505641:0:10000","Frasco, Cantone","46.34205352","8.80073196","","Parent8505641"
"8505641:0:10001","Frasco, Cantone","46.34240701","8.80042653","","Parent8505641"
"8505642","Tenero, Chiesa","46.18096149","8.84852233","","Parent8505642"
"8505642:0:10000","Tenero, Chiesa","46.18100503","8.84863013","","Parent8505642"
"8505642:0:10001","Tenero, Chiesa","46.18091173","8.84843250","","Parent8505642"
"8505643","Tenero, Fraccia","46.18265324","8.84952844","","Parent8505643"
"8505643:0:10000","Tenero, Fraccia","46.18267812","8.84951048","","Parent8505643"
"8505643:0:10001","Tenero, Fraccia","46.18262215","8.84953743","","Parent8505643"
"8505644","Mondacce","46.18229873","8.84365346","","Parent8505644"
"8505644:0:10000","Mondacce","46.18239824","8.84382414","","Parent8505644"
"8505644:0:10001","Mondacce","46.18221165","8.84352770","","Parent8505644"
"8505645","Contra, Moresio","46.18397800","8.84568365","","Parent8505645"
"8505645:0:10000","Contra, Moresio","46.18394690","8.84571060","","Parent8505645"
"8505645:0:10001","Contra, Moresio","46.18395934","8.84566569","","Parent8505645"
"8505646","Contra, di Sotto","46.18608635","8.84226107","","Parent8505646"
"8505646:0:10000","Contra, di Sotto","46.18610501","8.84226107","","Parent8505646"
"8505646:0:10001","Contra, di Sotto","46.18606147","8.84226107","","Parent8505646"
"8505648","Tenero, Posta","46.18009071","8.85071422","","Parent8505648"
"8505648:0:10000","Tenero, Posta","46.18008449","8.85065134","","Parent8505648"
"8505649:0:10000","Gordola, Bivio Verzasca","46.18176383","8.85843075","","Parent8505649"
"8505649:0:10001","Gordola, Bivio Verzasca","46.18170786","8.85853854","","Parent8505649"
"8505650","Bissone (lago)","45.94982323","8.96428822","","Parent8505650"
"8505655","Caprino (lago)","45.98759167","8.98474286","","Parent8505655"
"8505656","Museo doganale svizzero (lago)","45.99942452","9.02108870","","Parent8505656"
"8505658","Brügg (Bürglen UR)","46.87678262","8.68181298","","Parent8505658"
"8505659","Bürglen UR, Loreto","46.87709579","8.67742022","","Parent8505659"
"8505660","Bürglen UR, Trudelingen","46.87913442","8.69763231","","Parent8505660"
"8505661","Spiringen, Witerschwanden","46.87632207","8.71196044","","Parent8505661"
"8505662","Bosco Luganese, Bassa","46.02379995","8.90737096","","Parent8505662"
"8505662:0:10000","Bosco Luganese, Bassa","46.02380619","8.90729012","","Parent8505662"
"8505662:0:10001","Bosco Luganese, Bassa","46.02379995","8.90741588","","Parent8505662"
"8505663","Holderkäppeli","47.02356911","8.21940519","","Parent8505663"
"8505663:0:10000","Holderkäppeli","47.02350787","8.21965671","","Parent8505663"
"8505663:0:10001","Holderkäppeli","47.02349562","8.21979146","","Parent8505663"
"8505663:0:10002","Holderkäppeli","47.02356299","8.21918959","","Parent8505663"
"8505663:0:10003","Holderkäppeli","47.02363647","8.21934230","","Parent8505663"
"8505664","Silenen, Dägerlohn","46.79266411","8.66919165","","Parent8505664"
"8505665","Küssnacht am Rigi, Seilbahn","47.07613434","8.43956430","","Parent8505665"
"8505666","Gersau, Rotschuo","46.99393398","8.48760620","","Parent8505666"
"8505667","Amsteg, Post","46.76973117","8.67097031","","Parent8505667"
"8505668","Attinghausen, Seilbahn","46.86138590","8.62899204","","Parent8505668"
"8505669","Greppen, Oberhaus","47.05632747","8.43111115","","Parent8505669"
"8505670","Weggis, Schiffstation","47.03165803","8.43334795","","Parent8505670"
"8505671","Gersau, Schiffstation","46.99080902","8.52617986","","Parent8505671"
"8505672","Immensee, Hohle Gasse","47.09137150","8.45153884","","Parent8505672"
"8505674","Caslano (lago)","45.96983765","8.88393392","","Parent8505674"
"8505677","Ponte Tresa (lago)","45.96739634","8.85981415","","Parent8505677"
"8505679:0:10000","Vissoie, Les Barmes","46.25173432","7.57489990","","Parent8505679"
"8505679:0:10001","Vissoie, Les Barmes","46.25146721","7.57483702","","Parent8505679"
"8505680:0:10000","Grimentz, Le Boccard","46.17365898","7.57143241","","Parent8505680"
"8505680:0:10001","Grimentz, Le Boccard","46.17371497","7.57167495","","Parent8505680"
"8505681:0:10000","Sierre, Chapelle St-Antoine","46.28909160","7.56370689","","Parent8505681"
"8505681:0:10001","Sierre, Chapelle St-Antoine","46.28945785","7.56346435","","Parent8505681"
"8505682:0:10000","Brie, bif. Chippis","46.26690758","7.53298451","","Parent8505682"
"8505682:0:10001","Brie, bif. Chippis","46.26685790","7.53301146","","Parent8505682"
"8505683","Chalais, poste","46.26567797","7.50654709","","Parent8505683"
"8505683:0:10000","Chalais, poste","46.26545441","7.50664591","","Parent8505683"
"8505683:0:10001","Chalais, poste","46.26567797","7.50654709","","Parent8505683"
"8505684","Chalais, téléphérique","46.26857185","7.51183817","","Parent8505684"
"8505684:0:10000","Chalais, téléphérique","46.26853459","7.51216156","","Parent8505684"
"8505684:0:10001","Chalais, téléphérique","46.26855322","7.51184715","","Parent8505684"
"8505685:0:10000","Ayer, Cuimey","46.20513868","7.59108754","","Parent8505685"
"8505685:0:10001","Ayer, Cuimey","46.20538115","7.59119534","","Parent8505685"
"8505686","Chippis, Eaux-Vives","46.27766854","7.53443978","","Parent8505686"
"8505686:0:10000","Chippis, Eaux-Vives","46.27771200","7.53488894","","Parent8505686"
"8505686:0:10001","Chippis, Eaux-Vives","46.27766854","7.53443978","","Parent8505686"
"8505687:0:10000","Fang","46.24072596","7.57961606","","Parent8505687"
"8505687:0:10001","Fang","46.24196233","7.57728942","","Parent8505687"
"8505688:0:10000","Vissoie, Mayoux-village","46.21023021","7.58247270","","Parent8505688"
"8505688:0:10001","Vissoie, Mayoux-village","46.21045400","7.58279609","","Parent8505688"
"8505688:0:10002","Vissoie, Mayoux-village","46.21083320","7.58228405","","Parent8505688"
"8505688:0:10003","Vissoie, Mayoux-village","46.21084564","7.58243677","","Parent8505688"
"8505689:0:10000","Mission","46.19235495","7.59281231","","Parent8505689"
"8505689:0:10001","Mission","46.19246688","7.59290214","","Parent8505689"
"8505690:0:10000","Mottec","46.15602073","7.61999533","","Parent8505690"
"8505690:0:10001","Mottec","46.15619496","7.62008516","","Parent8505690"
"8505691:0:10000","Niouc, village","46.27022985","7.55237016","","Parent8505691"
"8505691:0:10001","Niouc, village","46.27025469","7.55214558","","Parent8505691"
"8505692:0:10000","Les Pontis","46.25993324","7.56531488","","Parent8505692"
"8505692:0:10001","Les Pontis","46.26013199","7.56391351","","Parent8505692"
"8505693:0:10000","Zinal, Pralong","46.14967331","7.62376825","","Parent8505693"
"8505693:0:10001","Zinal, Pralong","46.14962974","7.62375927","","Parent8505693"
"8505694","Réchy, village","46.26129340","7.49533612","","Parent8505694"
"8505694:0:10000","Réchy, village","46.26134930","7.49524629","","Parent8505694"
"8505694:0:10001","Réchy, village","46.26137414","7.49508459","","Parent8505694"
"8505695:0:10000","St-Jean VS, village","46.19773990","7.58626359","","Parent8505695"
"8505695:0:10001","St-Jean VS, village","46.19808810","7.58652410","","Parent8505695"
"8505696:0:10000","Sierre, Sentier de Chippis","46.27829563","7.54802231","","Parent8505696"
"8505696:0:10001","Sierre, Sentier de Chippis","46.27827700","7.54820197","","Parent8505696"
"8505697:0:10000","Grimentz, Torrent","46.13974622","7.56997714","","Parent8505697"
"8505697:0:10001","Grimentz, Torrent","46.13962795","7.57026460","","Parent8505697"
"8505698:0:10000","Ayer, Val d'Uccle","46.18463104","7.59585760","","Parent8505698"
"8505698:0:10001","Ayer, Val d'Uccle","46.18487981","7.59570488","","Parent8505698"
"8505699","Linthal, Bergli","46.90875339","8.97909246","","Parent8505699"
"8505700:0:10000","Stalden VS, Ackersand/Post","46.24211765","7.87499111","","Parent8505700"
"8505700:0:10001","Stalden VS, Ackersand/Post","46.24244694","7.87520670","","Parent8505700"
"8505701:0:10000","Simplon Dorf, Hospiz-Niederalp","46.22923067","8.01334963","","Parent8505701"
"8505701:0:10001","Simplon Dorf, Hospiz-Niederalp","46.23021874","8.01355624","","Parent8505701"
"8505702","Mund, Bachtola","46.31402161","7.94393680","","Parent8505702"
"8505702:0:10000","Mund, Bachtola","46.31402161","7.94393680","","Parent8505702"
"8505702:0:10001","Mund, Bachtola","46.31393474","7.94396375","","Parent8505702"
"8505703","Naters, Bellavista","46.33051745","7.99244583","","Parent8505703"
"8505703:0:10000","Naters, Bellavista","46.33045543","7.99235600","","Parent8505703"
"8505703:0:10001","Naters, Bellavista","46.33051745","7.99244583","","Parent8505703"
"8505703:0:10002","Naters, Bellavista","46.33048644","7.99214040","","Parent8505703"
"8505703:0:10003","Naters, Bellavista","46.33034998","7.99223922","","Parent8505703"
"8505704:0:10000","Berisal, Kehr","46.29451672","8.06370918","","Parent8505704"
"8505704:0:10001","Berisal, Kehr","46.29449810","8.06237069","","Parent8505704"
"8505705:0:10000","Bidermatten","46.13717546","7.93153107","","Parent8505705"
"8505705:0:10001","Bidermatten","46.13716924","7.93161192","","Parent8505705"
"8505706","Ried-Brig, Biela","46.32118758","8.01655661","","Parent8505706"
"8505706:0:10000","Ried-Brig, Biela","46.32119379","8.01661051","","Parent8505706"
"8505707","Naters, Birchegga","46.32518895","7.98182774","","Parent8505707"
"8505707:0:10000","Naters, Birchegga","46.32518895","7.98182774","","Parent8505707"
"8505707:0:10001","Naters, Birchegga","46.32515173","7.98195351","","Parent8505707"
"8505708","Birgisch, Parkplatz","46.31690673","7.95664797","","Parent8505708"
"8505708:0:10000","Birgisch, Parkplatz","46.31690673","7.95664797","","Parent8505708"
"8505709","Brigerbad, Dorf","46.29959996","7.91832584","","Parent8505709"
"8505709:0:10000","Brigerbad, Dorf","46.29959996","7.91832584","","Parent8505709"
"8505709:0:10001","Brigerbad, Dorf","46.29943859","7.91832584","","Parent8505709"
"8505710","Törbel, Brunnen","46.23156720","7.85823753","","Parent8505710"
"8505710:0:10000","Törbel, Brunnen","46.23164177","7.85814770","","Parent8505710"
"8505710:0:10001","Törbel, Brunnen","46.23156720","7.85823753","","Parent8505710"
"8505711:0:10000","Engeloch VS","46.22461945","8.01998818","","Parent8505711"
"8505711:0:10001","Engeloch VS","46.22455109","8.02028462","","Parent8505711"
"8505712:0:10000","Eyholz, Heechriz","46.29503810","7.90937862","","Parent8505712"
"8505712:0:10001","Eyholz, Heechriz","46.29505052","7.90904624","","Parent8505712"
"8505713:0:10000","Gabi (Simplon)","46.18463104","8.07398591","","Parent8505713"
"8505713:0:10001","Gabi (Simplon)","46.18464970","8.07353675","","Parent8505713"
"8505714","Gamsen, Kantonsstrasse","46.30606659","7.95318047","","Parent8505714"
"8505715","Geimen","46.34361009","7.98430709","","Parent8505715"
"8505715:0:10000","Geimen","46.34348606","7.98421726","","Parent8505715"
"8505715:0:10001","Geimen","46.34361009","7.98430709","","Parent8505715"
"8505716","Brig, Geschina","46.31264415","7.99277821","","Parent8505716"
"8505716:0:10000","Brig, Geschina","46.31290475","7.99249075","","Parent8505716"
"8505716:0:10001","Brig, Geschina","46.31264415","7.99277821","","Parent8505716"
"8505717","Glis, Dorf","46.31035450","7.97635700","","Parent8505717"
"8505717:0:10000","Glis, Dorf","46.31031107","7.97659057","","Parent8505717"
"8505717:0:10001","Glis, Dorf","46.31035450","7.97635700","","Parent8505717"
"8505718","Hegdorn","46.33529343","7.98978682","","Parent8505718"
"8505718:0:10000","Hegdorn","46.33523141","7.98957122","","Parent8505718"
"8505718:0:10001","Hegdorn","46.33529343","7.98978682","","Parent8505718"
"8505719","Mund, Kummegga","46.31335150","7.94161915","","Parent8505719"
"8505719:0:10000","Mund, Kummegga","46.31339493","7.94162813","","Parent8505719"
"8505719:0:10001","Mund, Kummegga","46.31328945","7.94162813","","Parent8505719"
"8505720:0:10000","Ried-Brig, Lauenen","46.31744650","8.02370720","","Parent8505720"
"8505720:0:10001","Ried-Brig, Lauenen","46.31750855","8.02355449","","Parent8505720"
"8505721","Visp, Litterna","46.29215183","7.88862753","","Parent8505721"
"8505721:0:10000","Visp, Litterna","46.29191596","7.88786396","","Parent8505721"
"8505721:0:10001","Visp, Litterna","46.29211459","7.88852872","","Parent8505721"
"8505722","Naters, Massaegg","46.33157193","7.99999168","","Parent8505722"
"8505722:0:10000","Naters, Massaegg","46.33152231","8.00018931","","Parent8505722"
"8505722:0:10001","Naters, Massaegg","46.33160294","8.00013541","","Parent8505722"
"8505723","Naters, Moos","46.33536786","7.98495388","","Parent8505723"
"8505723:0:10000","Naters, Moos","46.33541128","7.98482812","","Parent8505723"
"8505723:0:10001","Naters, Moos","46.33536786","7.98495388","","Parent8505723"
"8505724","Mund, Dorf","46.31472274","7.94145745","","Parent8505724"
"8505724:0:10000","Mund, Dorf","46.31472274","7.94145745","","Parent8505724"
"8505726:0:10000","Niedergut","46.15857194","7.92454218","","Parent8505726"
"8505726:0:10001","Niedergut","46.15789370","7.92465896","","Parent8505726"
"8505727","Ried-Brig, Chavez","46.31500195","8.01512829","","Parent8505727"
"8505727:0:10000","Ried-Brig, Chavez","46.31502676","8.01494863","","Parent8505727"
"8505727:0:10001","Ried-Brig, Chavez","46.31500195","8.01512829","","Parent8505727"
"8505728:0:10000","Ried-Brig, Talstation LRR","46.31320879","8.02548587","","Parent8505728"
"8505729","Ried-Brig, Rufigraben","46.31726658","8.01777832","","Parent8505729"
